Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep,Name
643,OTU643,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,marine group,EF575015.1.1520,g_marine group
705,OTU705,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AACY020393406.361.1862,f_SAR86 clade
1196,OTU1196,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU799247.1.1450,f_SAR116 clade
270,OTU270,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,HQ671905.1.1452,g_Synechococcus
1317,OTU1317,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU268101.1.1448,f_SAR116 clade
1133,OTU1133,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,JQ062860.1.1445,g_Synechococcus
157,OTU157,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663941.1.1275,g_Synechococcus
2033,OTU2033,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Candidatus Branchiomonas,JQ062722.1.1500,g_Candidatus Branchiomonas
530,OTU530,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EF573781.1.1448,f_SAR116 clade
244,OTU244,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802272.1.1376,f_Surface 1
237,OTU237,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664000.1.1252,g_Synechococcus
178,OTU178,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EF572892.1.1439,o_SAR11 clade
1025,OTU1025,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU795184.7277.8739,f_SAR116 clade
1999,OTU1999,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,EU799222.1.1502,g_Litoricola
1408,OTU1408,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,OM60(NOR5) clade,GU474844.39782.41307,g_OM60(NOR5) clade
653,OTU653,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802562.1.1451,o_SAR11 clade
52,OTU52,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU941067.1.1343,f_Surface 1
122,OTU122,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY664073.1.1228,f_Surface 1
3265,OTU3265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Cohaesibacter,AACY020536637.961.2423,g_Cohaesibacter
1029,OTU1029,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,FJ545538.1.1526,o_KI89A clade
201,OTU201,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 3,,DQ009161.1.1974,f_Surface 3
149,OTU149,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802480.1.1262,o_SAR11 clade
379,OTU379,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,KC003238.1.1354,g_AEGEAN-169 marine group
415,OTU415,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802678.1.1443,f_Surface 1
251,OTU251,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802279.1.1371,f_Surface 1
480,OTU480,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,AACY020556376.977.2486,g_NS5 marine group
312,OTU312,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,FJ744956.1.1371,g_NS5 marine group
243,OTU243,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU805212.1.1439,o_SAR11 clade
230,OTU230,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802794.1.1441,o_SAR11 clade
1073,OTU1073,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,AACY020259437.2024.3522,g_Owenweeksia
228,OTU228,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803007.1.1326,o_SAR11 clade
390,OTU390,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803152.1.1452,o_SAR11 clade
218,OTU218,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,AACY020431964.3244.4753,g_NS5 marine group
1314,OTU1314,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,EU805065.1.1518,g_Coraliomargarita
344,OTU344,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,GQ349357.1.1386,g_NS5 marine group
1302,OTU1302,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,EU800869.1.1427,g_Polynucleobacter
479,OTU479,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Owenweeksia,FJ745176.1.1372,g_Owenweeksia
720,OTU720,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,GU940989.1.1358,g_NS5 marine group
204,OTU204,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802684.1.1366,o_SAR11 clade
91,OTU91,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF574990.1.1439,f_Surface 1
81,OTU81,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803052.1.1425,g_Prochlorococcus
111,OTU111,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JX945354.1.1385,g_Prochlorococcus
89,OTU89,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU802874.1.1450,g_uncultured
163,OTU163,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU804864.1.1440,g_Prochlorococcus
181,OTU181,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802905.1.1437,o_SAR11 clade
173,OTU173,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802700.1.1447,f_Surface 1
26,OTU26,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,AACY020562322.3851.5364,f_SAR86 clade
110,OTU110,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU237319.1.1311,g_Prochlorococcus
189,OTU189,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803160.1.1450,g_Prochlorococcus
36,OTU36,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EF572710.1.1498,f_SAR86 clade
362,OTU362,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,FQ032825.6410.7925,f_NS9 marine group
158,OTU158,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802391.1.1436,f_Surface 1
166,OTU166,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU802460.1.1406,f_SAR116 clade
187,OTU187,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802840.1.1440,o_SAR11 clade
330,OTU330,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663890.1.1225,g_Synechococcus
332,OTU332,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803123.1.1448,g_Prochlorococcus
198,OTU198,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EF574440.1.1446,g_uncultured
239,OTU239,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802915.1.1434,o_SAR11 clade
382,OTU382,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,EF574651.1.1468,f_S25-593
274,OTU274,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU803176.1.1376,g_Prochlorococcus
328,OTU328,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,EU010164.1.1471,g_Marinicella
128,OTU128,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AACY020207233.1273.2814,f_SAR406 clade(Marine group A)
315,OTU315,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664136.1.1218,g_Synechococcus
641,OTU641,Bacteria,Chloroflexi,SAR202 clade,,,,AY534099.1.1476,c_SAR202 clade
74,OTU74,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AB193978.1.1441,f_Marine Group II
171,OTU171,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,DQ156348.18592.20063,f_Marine Group II
465,OTU465,Archaea,Thaumarchaeota,Marine Group I,,,,U71109.1.1350,c_Marine Group I
124,OTU124,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU686618.3359.4826,f_Marine Group II
1295,OTU1295,Bacteria,Chloroflexi,SAR202 clade,,,,JN166305.1.1465,c_SAR202 clade
1140,OTU1140,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,JN166233.1.1526,o_BD2-11 terrestrial group
46,OTU46,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EU804641.1.1462,o_OCS116 clade
2044,OTU2044,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,JN166309.1.1461,g_Magnetospira
316,OTU316,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,GU061453.1.1514,f_SAR86 clade
1108,OTU1108,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,DQ374241.1.1077,f_Marine Group II
321,OTU321,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,DQ156480.1.1271,f_Marine Group III
644,OTU644,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,HQ529817.1.915,f_Marine Group II
1511,OTU1511,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,OM182 clade,,JN166254.1.1500,f_OM182 clade
295,OTU295,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,DQ009458.1.2068,f_SAR406 clade(Marine group A)
450,OTU450,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664189.1.1285,g_Synechococcus
782,OTU782,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,HQ529849.1.917,f_Marine Group II
1892,OTU1892,Bacteria,Chloroflexi,JG30-KF-CM66,,,,DQ300613.1.1323,c_JG30-KF-CM66
1565,OTU1565,Bacteria,Chloroflexi,SAR202 clade,,,,AY534096.1.1494,c_SAR202 clade
2295,OTU2295,Bacteria,Chloroflexi,SAR202 clade,,,,JN233131.1.1427,c_SAR202 clade
2139,OTU2139,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,KC253366.1.1449,g_Synechococcus
176,OTU176,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU686616.36653.38121,f_Marine Group II
602,OTU602,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,AY907754.1.1353,o_KI89A clade
1910,OTU1910,Bacteria,Chloroflexi,SAR202 clade,,,,JN166337.1.1461,c_SAR202 clade
694,OTU694,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY726846.1.1215,g_Synechococcus
1387,OTU1387,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,GU305788.1.1476,g_Prochlorococcus
1772,OTU1772,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,uncultured,AY856363.1.1409,g_uncultured
1376,OTU1376,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337281.1.1459,c_SAR202 clade
313,OTU313,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,EF573463.1.1480,f_Sva0996 marine group
216,OTU216,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,JQ062856.1.1462,o_OCS116 clade
674,OTU674,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664178.1.1215,g_Synechococcus
215,OTU215,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU802603.1.1489,o_SAR324 clade(Marine group B)
623,OTU623,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AY907769.1.1521,f_SAR406 clade(Marine group A)
267,OTU267,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,GU145420.1.1491,g_NS5 marine group
581,OTU581,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,OM75 clade,EF572785.1.1464,g_OM75 clade
141,OTU141,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,U65908.1.1509,o_SAR324 clade(Marine group B)
104,OTU104,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802543.1.1499,f_SAR86 clade
69,OTU69,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802707.1.1478,f_OCS155 marine group
191,OTU191,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,GU061415.1.1485,f_OCS155 marine group
145,OTU145,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU800402.1.1485,f_OCS155 marine group
96,OTU96,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU119298.1.1407,g_Synechococcus
160,OTU160,Bacteria,Cyanobacteria,Chloroplast,,,,EF574484.1.1444,c_Chloroplast
99,OTU99,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EF571973.1.1459,f_Surface 1
269,OTU269,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663999.1.1259,g_Synechococcus
318,OTU318,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU061586.1.1437,g_Synechococcus
284,OTU284,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,DQ156396.1.1264,f_Marine Group II
113,OTU113,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU805254.1.1438,f_Surface 1
183,OTU183,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,EU802833.1.1487,f_OCS155 marine group
392,OTU392,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU941055.1.1253,g_Synechococcus
703,OTU703,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,EU237332.1.1322,g_Synechococcus
771,OTU771,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GU119438.1.1393,g_Synechococcus
214,OTU214,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802437.1.1387,f_SAR86 clade
699,OTU699,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,JQ347444.1.1436,g_Prochlorococcus
261,OTU261,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,AACY020371335.89.1595,g_Marinicella
598,OTU598,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663936.1.1224,g_Synechococcus
876,OTU876,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,FJ999604.1.1348,f_uncultured
153,OTU153,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EF574119.1.1500,f_SAR406 clade(Marine group A)
490,OTU490,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,GQ377778.1.1232,g_Synechococcus
364,OTU364,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EF574859.1.1503,o_SAR324 clade(Marine group B)
569,OTU569,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY663935.1.1244,g_Synechococcus
340,OTU340,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EF573115.1.1498,o_SAR11 clade
112,OTU112,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802893.1.1441,f_Surface 1
895,OTU895,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY664059.1.1278,g_Synechococcus
210,OTU210,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,,AACY020075636.150.1670,f_JTB255 marine benthic group
185,OTU185,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020555882.2572.4023,f_Marine Group II
646,OTU646,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EF572962.1.1462,o_SAR324 clade(Marine group B)
120,OTU120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,EU237468.1.1312,g_uncultured
874,OTU874,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,GQ377828.1.1263,g_ZD0417 marine group
369,OTU369,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802637.1.1438,o_SAR11 clade
314,OTU314,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,GQ349960.1.1356,g_Nitrospina
279,OTU279,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AACY020564058.27.1569,f_SAR406 clade(Marine group A)
464,OTU464,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,KC001780.1.1314,o_SAR11 clade
57,OTU57,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY664104.1.1218,f_Surface 1
879,OTU879,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group III,,DQ156481.1.1248,f_Marine Group III
376,OTU376,Bacteria,Verrucomicrobia,Arctic97B-4 marine group,,,,EU686604.16726.18273,c_Arctic97B-4 marine group
800,OTU800,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,DQ156443.1.1290,f_Marine Group II
1249,OTU1249,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,AEUE01000008.155488.156954,g_Erythrobacter
1341,OTU1341,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU791574.1.914,f_Marine Group II
702,OTU702,Bacteria,Chloroflexi,SAR202 clade,,,,HQ674232.1.1463,c_SAR202 clade
531,OTU531,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AACY023939069.20.1514,o_SAR324 clade(Marine group B)
1068,OTU1068,Archaea,Thaumarchaeota,Marine Group I,,,,JF268338.1.1346,c_Marine Group I
343,OTU343,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU061789.1.1436,f_Surface 1
303,OTU303,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,AY726885.1.1230,o_SAR324 clade(Marine group B)
196,OTU196,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672720.1.1447,f_Surface 1
90,OTU90,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,GQ337263.1.1438,g_AEGEAN-169 marine group
618,OTU618,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AY726833.1.1216,g_Synechococcus
684,OTU684,Bacteria,Proteobacteria,AEGEAN-245,,,,AACY020430088.197.1720,c_AEGEAN-245
903,OTU903,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,HQ672383.1.1501,g_ZD0417 marine group
2724,OTU2724,Archaea,Thaumarchaeota,Marine Group I,,,,HQ529887.1.906,c_Marine Group I
106,OTU106,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AY726930.1.1212,f_Surface 1
885,OTU885,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,HM798599.1.1491,f_SAR86 clade
1206,OTU1206,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,JN233132.1.1477,g_uncultured
1308,OTU1308,Archaea,Thaumarchaeota,Marine Group I,,,,HQ267240.1.915,c_Marine Group I
660,OTU660,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,AACY020403290.735.2190,f_Deep 1
488,OTU488,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,JQ678385.1.1530,f_SAR406 clade(Marine group A)
1104,OTU1104,Archaea,Thaumarchaeota,Marine Group I,,,,JX870189.1.913,c_Marine Group I
724,OTU724,Bacteria,Chloroflexi,SAR202 clade,,,,AY534097.1.1494,c_SAR202 clade
298,OTU298,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AJXC01007386.664.1844,f_Marine Group II
1122,OTU1122,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,GQ377812.1.1253,f_Sva0996 marine group
613,OTU613,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ674511.1.1435,f_Deep 1
311,OTU311,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,HQ673514.1.1438,o_SAR11 clade
663,OTU663,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,JQ678403.1.1505,g_ZD0417 marine group
2518,OTU2518,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,GQ377804.1.1273,g_Oceanobacter
283,OTU283,Bacteria,Cyanobacteria,Chloroplast,,,,JN166197.1.1454,c_Chloroplast
370,OTU370,Bacteria,Cyanobacteria,Chloroplast,,,,AY663945.1.1231,c_Chloroplast
62,OTU62,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803081.1.1252,o_SAR11 clade
605,OTU605,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EF571965.1.1491,f_SAR116 clade
788,OTU788,Bacteria,Cyanobacteria,Chloroplast,,,,CR954199.69730.71299,c_Chloroplast
118,OTU118,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU940748.1.1341,f_Surface 1
123,OTU123,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802984.1.1440,f_Surface 1
241,OTU241,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802368.1.1440,f_Surface 1
1002,OTU1002,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU802445.1.1460,o_SAR324 clade(Marine group B)
1151,OTU1151,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU803136.1.1458,f_SAR86 clade
386,OTU386,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EF574040.1.1487,f_SAR86 clade
232,OTU232,Bacteria,Proteobacteria,Alphaproteobacteria,OCS116 clade,,,EF572586.1.1452,o_OCS116 clade
102,OTU102,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234735.1.1317,f_Surface 1
227,OTU227,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116 clade,,EU802894.1.1450,f_SAR116 clade
242,OTU242,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AACY020545456.443.1983,f_SAR406 clade(Marine group A)
538,OTU538,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU804188.1.1426,g_uncultured
591,OTU591,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,GU061861.1.1423,g_uncultured
833,OTU833,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,FJ744785.1.1295,g_uncultured
135,OTU135,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674365.1.1523,f_SAR406 clade(Marine group A)
48,OTU48,Bacteria,Planctomycetes,Planctomycetacia,Brocadiales,Brocadiaceae,Candidatus Scalindua,EU795287.4965.6516,g_Candidatus Scalindua
167,OTU167,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AB193918.1.1524,f_SAR406 clade(Marine group A)
132,OTU132,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GU145455.1.1523,f_SAR406 clade(Marine group A)
410,OTU410,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673270.1.1522,f_SAR406 clade(Marine group A)
129,OTU129,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,AY033322.1.1446,o_SAR11 clade
521,OTU521,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,HQ673566.1.1504,g_ZD0417 marine group
615,OTU615,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,FJ615178.1.1439,f_Sva0996 marine group
877,OTU877,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,AY726847.1.1222,f_uncultured
246,OTU246,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,HQ672443.1.1436,f_Surface 1
900,OTU900,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EU795186.1137.2679,f_SAR406 clade(Marine group A)
592,OTU592,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673064.1.1522,f_SAR406 clade(Marine group A)
1027,OTU1027,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,AB610896.1.1479,g_Synechococcus
225,OTU225,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,AY907781.1.1504,f_SAR406 clade(Marine group A)
627,OTU627,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,JN874316.1.1443,g_Synechococcus
